name,supertypes,types,subtypes,colorIdentity,manaCost,convertedManaCost,edhrecRank,hasAlternativeDeckLimit,leadershipSkills,multiverseId,scryfallId,commander_legal,categories_trimmed
Coastal Discovery,,Sorcery,,U,{3}{U},4,14853,0,,401845,c1df2411-0b0d-4b93-bf30-a22487b3c6ef,1,cardraw
Coastline Chimera,,Creature,Chimera,"U,W",{3}{U},4,21658,0,,373707,01320a31-25fa-4324-8225-d150c6aa58a1,1,
Coat of Arms,,Artifact,,,{5},5,560,0,,129502,2602f046-5e79-4a8a-a5b1-b7c3cbb307fc,1,
Coat with Venom,,Instant,,B,{B},1,14048,0,,394518,8cc8e012-7043-405c-b6cd-b3b38f8a8d54,1,
Coax from the Blind Eternities,,Sorcery,,U,{2}{U},3,18682,0,,414343,740ad768-2be0-4e5a-9d60-6c7ec4bdc107,1,
Cobblebrute,,Creature,Elemental,R,{3}{R},4,20312,0,,,2d450105-7655-452e-9fe8-3dee579c082d,1,
Cobbled Lancer,,Creature,"Zombie,Horse",U,{U},1,16581,0,,,94cea6f4-8545-4b4a-a640-de25e6c5a78e,1,cardraw
Cobbled Wings,,Artifact,Equipment,,{2},2,8819,0,,409645,6f8fe253-8f0c-43b6-81cd-357e33fe7e0d,1,
Cobra Trap,,Instant,Trap,G,{4}{G}{G},6,10744,0,,405175,a8954f5e-9904-426f-9b66-8cdf86438f6a,1,
Cockatrice,,Creature,Cockatrice,G,{3}{G}{G},5,16652,0,,742,8392d34d-d14a-43ca-997d-fe59e505034e,1,
Code of Constraint,,Instant,,U,{2}{U},3,18683,0,,457179,258aeef1-565a-4f19-b12c-d46d54ba231d,1,cardraw
Codespell Cleric,,Creature,"Human,Cleric",W,{W},1,14077,0,,503611,1316a74e-da55-4668-87f2-98389a90a2a4,1,
Codex Shredder,,Artifact,,,{1},1,1329,0,,497824,4f5a3293-f3e7-4f68-af6a-b478959226c1,1,
"Codie, Vociferous Codex",Legendary,"Artifact,Creature",Construct,"B,G,R,U,W",{3},3,5930,0,1,,ad07297f-cbfc-4778-b354-7243bec58d04,1,"manarock,cardraw"
Coerced Confession,,Sorcery,,"B,U",{4}{U/B},5,15823,0,,366408,d76102f1-b05f-472b-81cf-eae424c55638,1,cardraw
Coercion,,Sorcery,,B,{2}{B},3,16193,0,,14561,4a8337ac-fddc-4af7-a623-e9a8c8323564,1,
Coercive Portal,,Artifact,,,{4},4,6236,0,,382231,b010ece6-ccb9-4237-8682-2e147220f908,1,"wrath,cardraw"
Coffin Queen,,Creature,"Zombie,Wizard",B,{2}{B},3,8564,0,,4642,edf8af70-c26d-4b78-aad6-bd51b5afc590,1,
Cogwork Archivist,,"Artifact,Creature",Construct,,{6},6,13824,0,,513746,8c024a2d-20fb-478b-a62e-e3590a1e3ac1,1,
Cogwork Assembler,,"Artifact,Creature",Assembly-Worker,,{3},3,9575,0,,489915,e4bfde3f-f7d3-4902-b3cd-23f3fa53eff4,1,
Cogworker's Puzzleknot,,Artifact,,W,{2},2,14253,0,,417774,00d594df-c51b-4936-9af1-536dab1792ae,1,
Coiled Tinviper,,"Artifact,Creature",Snake,,{3},3,20998,0,,4599,426a28bd-033d-41af-b577-ece73cbd7b3a,1,
Coiling Oracle,,Creature,"Snake,Elf,Druid","G,U",{G}{U},2,568,0,,571527,ffec325d-63d9-4f01-8bfd-ae6618b3e891,1,cardraw
Cold Storage,,Artifact,,,{4},4,12290,0,,,914670a1-a7de-49e0-90ae-453acad17682,1,removal
Cold-Eyed Selkie,,Creature,"Merfolk,Rogue","G,U",{1}{G/U}{G/U},3,1613,0,,532570,b85d0834-065b-45e1-b739-08d5a5a4db2a,1,cardraw
Coldsteel Heart,Snow,Artifact,,,{2},2,1260,0,,571634,b2548ad2-3c62-4ed1-899c-1002b46cdd8f,1,ramp
Cold-Water Snapper,,Creature,Turtle,U,{5}{U},6,15746,0,,442936,cf339549-4325-40c6-adde-0cd31bb738e0,1,
Colfenor's Plans,,Enchantment,,B,{2}{B}{B},4,11231,0,,146581,f8d06368-d226-4089-84d4-950a3ebdfb15,1,cardraw
Colfenor's Urn,,Artifact,,,{3},3,8273,0,,140209,419fea28-3813-4e65-8b90-6d335fdf0a0b,1,
Collar the Culprit,,Instant,,W,{3}{W},4,18327,0,,452755,cdf305b7-d1f7-4770-9201-8f3fb6735cd9,1,removal
Collateral Damage,,Instant,,R,{R},1,12230,0,,391811,fb738362-b0b4-4811-9fbf-5f45c852c822,1,removal
Collected Company,,Instant,,G,{3}{G},4,8443,0,,,a6a13554-22d3-40e3-bf70-63ff939bc434,1,
Collective Blessing,,Enchantment,,"G,W",{3}{G}{G}{W},6,5287,0,,290528,53c84c4d-e6d6-4eac-9d14-5b6cba914c3d,1,
Collective Brutality,,Sorcery,,B,{1}{B},2,7807,0,,414380,cb94a02f-4660-45b6-8a39-941b710cf8f3,1,removal
Collective Defiance,,Sorcery,,R,{1}{R}{R},3,4864,0,,414420,8960883f-3813-412b-9a5b-f8cf8d566fac,1,
Collective Effort,,Sorcery,,W,{1}{W}{W},3,4441,0,,,75958e64-6d12-4c80-b321-9bc0cceb17fd,1,removal
Collective Unconscious,,Sorcery,,G,{4}{G}{G},6,4031,0,,45456,ccce9141-6c73-4e33-a72c-caa87cea7888,1,cardraw
Collective Voyage,,Sorcery,,G,{G},1,3622,0,,420762,3f2d44f0-c71e-4061-bb7c-1f91fbce8f51,1,
Collision // Colossus,,Instant,,"G,R",{1}{R/G},4,11533,0,,457367,9bd15da6-2b86-4dba-951d-318c7d9a5dde,1,removal
Colorful Feiyi Sparrow,,Creature,Bird,W,{1}{W},2,20177,0,,447050,846169fb-8f63-4a0f-af94-e08af8927144,1,
Colossal Dreadmaw,,Creature,Dinosaur,G,{4}{G}{G},6,8134,0,,442152,fe0f3faf-c011-49b8-b604-d68a87615737,1,
Colossal Heroics,,Instant,,G,{2}{G},3,17228,0,,380386,c6139443-e31c-4eea-a99e-df9498fe18a8,1,
Colossal Majesty,,Enchantment,,G,{2}{G},3,806,0,,532541,5db24df1-580f-4ff5-91a7-9a64a8352883,1,cardraw
Colossal Might,,Instant,,"G,R",{R}{G},2,12389,0,,179624,294330bb-3e77-4524-be2c-3299cf6f841f,1,
Colossal Plow,,Artifact,Vehicle,W,{2},2,4125,0,,503852,fba3fe29-067f-4c7e-8b3b-779f3b37712a,1,
Colossal Whale,,Creature,Whale,U,{5}{U}{U},7,8435,0,,370685,f7f7caca-14ee-4d6a-97c3-e19898f86635,1,removal
Colossapede,,Creature,Insect,G,{4}{G},5,13846,0,,426863,7642bfc5-ace8-419e-b57b-2b881bfe023e,1,
Colossification,,Enchantment,Aura,G,{5}{G}{G},7,2768,0,,479668,7b6e6f2a-5015-44c6-aa8d-85188494d1a6,1,
Colossodon Yearling,,Creature,Beast,G,{2}{G},3,18620,0,,394520,f2c60e63-0b86-4100-a932-bb9e9b197610,1,
Colossus Hammer,,Artifact,Equipment,,{1},1,1039,0,,532589,897a134e-7e61-4fe1-bbae-23ef1fe5c0cf,1,
Colossus of Akros,,"Artifact,Creature",Golem,,{8},8,4600,0,,373555,3e394ffe-7460-4c59-a403-e9404b0d10c1,1,
Colossus of Sardia,,"Artifact,Creature",Golem,,{9},9,17210,0,,135268,fd164011-7a8e-44a2-8599-0a1c0878b5b5,1,
Coma Veil,,Enchantment,Aura,U,{4}{U},5,22125,0,,175042,2d5b820c-fd07-4e1f-9451-da9267347acd,1,
Combat Calligrapher,,Creature,"Bird,Cleric",W,{3}{W},4,3615,0,,518410,d3b9136e-7f71-40d5-bdfb-d710cd39912d,1,
Combat Celebrant,,Creature,"Human,Warrior",R,{2}{R},3,1442,0,,426827,28b63c3d-2e55-4343-b49a-11fa602ec473,1,
Combat Medic,,Creature,"Human,Cleric,Soldier",W,{2}{W},3,22677,0,,,5543199c-92ab-4d57-b3f6-2429b5bb2001,1,
Combat Professor,,Creature,"Bird,Cleric",W,{3}{W},4,14570,0,,513488,3f669ac4-98ed-4e23-91a9-281f8277ab04,1,
Combine Guildmage,,Creature,"Merfolk,Wizard","G,U",{G}{U},2,10459,0,,457307,3a6e2816-d50b-41a5-b503-faa58dc7c94a,1,
Combo Attack,,Sorcery,,G,{2}{G},3,17923,0,,446035,d7703507-e7f1-47fd-97f3-ef6319b807a8,1,
Combust,,Instant,,R,{1}{R},2,18784,0,,205011,cf23a422-25a7-4c8a-9cff-24563ec20ea7,1,removal
Combustible Gearhulk,,"Artifact,Creature",Construct,R,{4}{R}{R},6,977,0,,519198,57166f39-44b2-47ec-a4cb-39d3f7ffd5e0,1,cardraw
Comet Storm,,Instant,,R,{X}{R}{R},2,661,0,,405179,90fe90c4-0d14-4b86-9683-40ac07e14040,1,removal
Comeuppance,,Instant,,W,{3}{W},4,4035,0,,389465,92d59c06-41f7-4009-9157-70ba90cc978b,1,
Command the Dreadhorde,,Sorcery,,B,{4}{B}{B},6,1710,0,,,f3881d38-066a-407f-9bf3-60261b7a911d,1,
Command the Storm,,Instant,,R,{4}{R},5,17857,0,,452844,c4144e98-957e-43ac-b107-8ccf450748df,1,removal
Commandeer,,Instant,,U,{5}{U}{U},7,5371,0,,121243,7e6e6204-c622-4efe-ac4f-8195528cec9c,1,
Commander Greven il-Vec,Legendary,Creature,"Phyrexian,Human,Warrior",B,{3}{B}{B}{B},6,18990,0,1,4643,ab0ce69f-a259-4801-9ac3-f6754040434c,1,
Commander's Authority,,Enchantment,Aura,W,{4}{W},5,11958,0,,278252,08ef4383-11e7-4426-a04a-058570f46e47,1,
Commander's Insight,,Instant,,U,{X}{U}{U}{U},3,3834,0,,518419,a70d1553-40f4-42ce-a02e-e42525f9d75e,1,cardraw
Commander's Insignia,,Enchantment,,W,{2}{W}{W},4,6381,0,,470548,44cccb23-a515-4e49-b4ae-a12d81f7d6ef,1,
Commander's Sphere,,Artifact,,,{3},3,22,0,,,790882a8-a1b7-421a-b840-045bd12a0a55,1,"manarock,cardraw"
Commanding Presence,,Enchantment,Aura,W,{3}{W},4,9742,0,,476258,24e2f681-918e-4f1f-afb1-0f9587c0d7bf,1,
Commence the Endgame,,Instant,,U,{4}{U}{U},6,7157,0,,,f80b4a02-2ca7-4f2d-bebb-a54b93afd5e2,1,cardraw
Commencement of Festivities,,Instant,,G,{1}{G},2,11720,0,,417721,f1724602-2ae1-40a4-aeb0-51a483a6948c,1,
Commit // Memory,,Instant,,U,{3}{U},10,1490,0,,426913,06c9e2e8-2b4c-4087-9141-6aa25a506626,1,
Common Bond,,Instant,,"G,W",{1}{G}{W},3,17181,0,,253565,59965953-1522-4103-9a6c-5534205d34d9,1,
Commune with Dinosaurs,,Sorcery,,G,{G},1,6484,0,,489367,f66d2ddc-b4d4-4387-bde0-16d81ef2b1a7,1,cardraw
Commune with Lava,,Instant,,R,{X}{R}{R},2,1763,0,,532505,862771b6-8e82-45b7-922f-4f40322a607e,1,cardraw
Commune with Nature,,Sorcery,,G,{G},1,12349,0,,130521,b760d616-b73a-4c7f-8a38-5606a9a321e3,1,cardraw
Commune with the Gods,,Sorcery,,G,{1}{G},2,6453,0,,413704,67d95f6f-3ff0-483d-b98f-ccb4fb5715f4,1,cardraw
Companion of the Trials,,Creature,"Bird,Soldier",W,{2}{W},3,20671,0,,429663,637ac220-058f-4212-ba8b-a389bb0528bd,1,
Comparative Analysis,,Instant,,U,{3}{U},4,13979,0,,407561,dd83129b-7e8c-4cc5-a7b3-e0ae221d7ad4,1,cardraw
Compelled Duel,,Sorcery,,G,{1}{G},2,14568,0,,527465,2a7e501d-943e-4e6d-9d8e-6bedc32a0dd8,1,
Compelling Argument,,Sorcery,,U,{1}{U},2,11033,0,,426749,7c35f4d5-2337-4ea0-a571-5a73e2d0d54a,1,
Compelling Deterrence,,Instant,,U,{1}{U},2,11552,0,,409618,d89de92b-2890-42f5-a7cf-72c67e3b70c2,1,
Complete Disregard,,Instant,,B,{2}{B},3,15271,0,,401846,7d94e878-6c49-4420-9d34-f9ee64e811ba,1,removal
Component Collector,,Creature,Homunculus,U,{2}{U},3,17182,0,,,74e98f83-065e-43d9-9ba2-2c68b6f48407,1,
Component Pouch,,Artifact,,,{3},3,4463,0,,531960,8aa4eacb-48d8-49a1-90dd-042f3f1f75bb,1,
Composite Golem,,"Artifact,Creature",Golem,"B,G,R,U,W",{6},6,11238,0,,135275,aafd4637-737d-4913-80e3-ab4bf3428680,1,pseudo_ramp
Compulsive Research,,Sorcery,,U,{2}{U},3,2743,0,,389467,d983c51e-b35a-49ba-a1f5-4319a79fa089,1,cardraw
Compulsory Rest,,Enchantment,Aura,W,{1}{W},2,16053,0,,426711,11cb3a5b-beee-4f53-a6b5-e9b5603546fa,1,removal
Concealing Curtains // Revealing Eye,,Creature,Wall,B,{B},1,12367,0,,,3a000aea-6056-4417-a4b2-19202a1a9192,1,
Concentrate,,Sorcery,,U,{2}{U}{U},4,6907,0,,45262,ed69afaf-74cc-4b4f-8794-751477231cff,1,cardraw
Concerted Defense,,Instant,,U,{U},1,8650,0,,491680,235c108d-3902-4c2e-919c-a5449cd2dc3c,1,
Concerted Effort,,Enchantment,,W,{2}{W}{W},4,8356,0,,89109,4afa3367-eb7e-4c92-96a1-2b6865b24f52,1,
Conclave Cavalier,,Creature,"Centaur,Knight","G,W",{G}{G}{W}{W},4,11058,0,,452911,b658a309-d14c-4e20-8c76-e7b3c5156bf2,1,
Conclave Equenaut,,Creature,"Human,Soldier",W,{4}{W}{W},6,22976,0,,222767,b49ae4dd-4a02-45bb-ae43-f62c52118003,1,
Conclave Guildmage,,Creature,"Elf,Cleric","G,W",{G}{W},2,11898,0,,452912,279e551d-3ac3-48d5-9822-1d05159c8905,1,
Conclave Mentor,,Creature,"Centaur,Cleric","G,W",{G}{W},2,2068,0,,571528,2e2d72f6-bde3-49fb-976e-2d0c4dce60e3,1,
Conclave Naturalists,,Creature,Dryad,G,{4}{G},5,11280,0,,489833,082a5372-b25a-4559-96b8-2d8d54199a38,1,
Conclave Phalanx,,Creature,"Human,Soldier",W,{4}{W},5,16298,0,,222768,176f7f85-17b6-4c8f-9089-a743f8cae905,1,
Conclave Tribunal,,Enchantment,,W,{3}{W},4,5681,0,,452756,9d9fda5d-df8f-45d6-b8f0-33f903c4bf83,1,removal
Conclave's Blessing,,Enchantment,Aura,W,{3}{W},4,15584,0,,87969,86235d9f-ba69-417d-9203-812ab428b374,1,
Concordant Crossroads,World,Enchantment,,G,{G},1,1583,0,,571474,c9a26f51-5bff-4f06-abaa-6fbb56a8b5b6,1,
Concordia Pegasus,,Creature,Pegasus,W,{1}{W},2,14854,0,,469857,55f32ff8-3b49-4ce8-96a0-ba0d99477de1,1,
Concussive Bolt,,Sorcery,,R,{3}{R}{R},5,17767,0,,213756,41b68e85-a381-441d-aa18-491f9e202a10,1,
Condemn,,Instant,,W,{W},1,2568,0,,130528,ea9edff0-58a8-405d-9f2e-39f8269bbcb2,1,
Condescend,,Instant,,U,{X}{U},1,4129,0,,51223,e8303b80-e29a-46b8-90b0-c0cfe551b435,1,
Conductive Current,,Sorcery,,R,{R}{R}{R},3,,0,,,43adef3c-87f0-4db1-9fbb-017c96c815ff,0,"removal,wrath"
Conduit of Ruin,,Creature,Eldrazi,,{6},6,1861,0,,401847,4bc855d3-817c-4748-a7f5-1533d8b0e930,1,
Conduit of Storms // Conduit of Emrakul,,Creature,"Werewolf,Horror",R,{2}{R},3,9719,0,,414421,7f95145a-41a1-478e-bf8a-ea8838d6f9b1,1,static_ramp
Cone of Flame,,Sorcery,,R,{3}{R}{R},5,16895,0,,130535,bec5e56a-5bab-4965-9035-128c3f1ae175,1,
Confidence from Strength,,Sorcery,,G,{2}{G},3,20132,0,,447083,98945e26-61e5-457d-ba8c-def924a7b1d1,1,
Confirm Suspicions,,Instant,,U,{3}{U}{U},5,5393,0,,,737e1dad-e6f6-4fea-a015-17f3c01eb10b,1,
Confiscate,,Enchantment,Aura,U,{4}{U}{U},6,6688,0,,13165,d8440565-8359-4283-aad1-6b594a5a96eb,1,
Confiscation Coup,,Sorcery,,U,{3}{U}{U},5,11562,0,,417614,6daf453f-54be-4346-831d-a0434aa086fe,1,
Conflagrate,,Sorcery,,R,{X}{X}{R},1,11022,0,,114909,efc5f7fb-b7a6-433d-a0bb-240c7aa0a720,1,removal
Conflux,,Sorcery,,"B,G,R,U,W",{3}{W}{U}{B}{R}{G},8,3805,0,,442191,83777ac9-93d9-4097-96ca-a8a6a79b84e2,1,
Confounding Conundrum,,Enchantment,,U,{1}{U},2,2295,0,,,3bcbc0a6-9210-489d-9d28-f9a2fb51735f,1,cardraw
Confront the Past,,Sorcery,Lesson,B,{X}{B},1,9331,0,,,18b47771-6a6b-4db4-8aa1-b52a80b92e8a,1,
Confront the Unknown,,Instant,,G,{G},1,8445,0,,409956,c59557c3-aba2-4f80-8f37-accb7b991cb9,1,
Congregate,,Instant,,W,{3}{W},4,7235,0,,441997,8690166f-be52-48c4-9877-630b3f3dc614,1,
Congregation at Dawn,,Instant,,"G,W",{G}{G}{W},3,3611,0,,87995,2f1b950a-b2fe-4afc-bb79-c9f4c272ea36,1,tutor
Conifer Strider,,Creature,Elemental,G,{3}{G},4,15947,0,,394522,72f07879-7893-46d9-9239-8d2625355881,1,
Conjured Currency,,Enchantment,,U,{5}{U},6,10450,0,,253606,a7c2ea6e-7d29-4526-b135-9bbb1eed9d4a,1,
Conjurer's Ban,,Sorcery,,"B,W",{W}{B},2,20939,0,,97194,39849576-b58f-45f0-ad33-a9bf2135d9b7,1,cardraw
Conjurer's Bauble,,Artifact,,,{1},1,3029,0,,50159,2d32960e-d182-455f-8e74-eb11b10050da,1,cardraw
Conjurer's Closet,,Artifact,,,{5},5,563,0,,489916,3435fd09-a7a2-475e-a690-3c2011b70024,1,
Connive // Concoct,,Sorcery,,"B,U",{2}{U/B}{U/B},9,5643,0,,452972,890ac54c-6fd7-4e46-8ce4-8926c6975f60,1,
Conquer,,Enchantment,Aura,R,{3}{R}{R},5,19248,0,,4037,29354d9a-6d92-4ddf-a485-33064d666a76,1,
Conquering Manticore,,Creature,Manticore,R,{4}{R}{R},6,7913,0,,373366,95f5bf3f-3fa7-47db-981b-933cdb505398,1,
Conqueror's Flail,,Artifact,Equipment,,{2},2,2637,0,,571635,d5f5399a-26c6-4ecd-9715-f6440f6958f1,1,
Conqueror's Pledge,,Sorcery,,W,{2}{W}{W}{W},5,10151,0,,195626,1af1844a-601a-48c1-bf96-921d2d2e2aa1,1,
Consecrate // Consume,,Instant,,"B,W",{1}{W/B},6,11114,0,,457368,00320106-ce51-46a9-b0f9-79b3baf4e505,1,"removal,cardraw"
Consecrate Land,,Enchantment,Aura,W,{W},1,16595,0,,843,9efb29d2-550f-4ede-b024-7b0e15c2e986,1,
Consecrated by Blood,,Enchantment,Aura,B,{2}{B}{B},4,17229,0,,398512,3d896df9-f897-4786-b1a1-d2375e81c9ef,1,
Consecrated Sphinx,,Creature,Sphinx,U,{4}{U}{U},6,507,0,,571376,c9bd60fc-2777-44bc-b314-a792e8e48360,1,cardraw
Consider,,Instant,,U,{U},1,956,0,,,0461a1be-c463-4b4b-bd8c-7b4134982ec0,1,cardraw
Consign // Oblivion,,Instant,,"B,U",{1}{U},7,6384,0,,,dd76c977-9522-4031-ba4e-c278c8502258,1,
Consign to Dream,,Instant,,U,{2}{U},3,17054,0,,142032,5e866d86-5bfa-473d-be17-d8f4aea70ddb,1,
Consign to Dust,,Instant,,G,{2}{G},3,10346,0,,451091,54cb25b6-049c-46dd-88a4-f3890e018db0,1,
Consign to the Pit,,Sorcery,,B,{5}{B},6,19588,0,,457213,09991fad-4282-4a17-bfb1-03eaa13502df,1,
Conspicuous Snoop,,Creature,"Goblin,Rogue",R,{R}{R},2,2391,0,,485462,5d878dab-5ed2-4ef3-b2c7-472290892854,1,
Conspiracy,,Enchantment,,B,{3}{B}{B},5,4687,0,,,cf453d83-c09b-422a-a11b-679e143f52be,1,
Conspiracy Theorist,,Creature,"Human,Shaman",R,{1}{R},2,3030,0,,,5e65679f-4b40-415d-bd96-9df6cdf9aba1,1,cardraw
Constricting Sliver,,Creature,Sliver,W,{5}{W},6,5085,0,,383215,ae9b4111-ca9f-435b-81c4-0abf65d1384b,1,removal
Constricting Tendrils,,Instant,,U,{U},1,20364,0,,180272,1a110be3-93ec-40ef-94a6-e4c43f1ce211,1,
Consulate Crackdown,,Enchantment,,W,{3}{W}{W},5,9622,0,,423678,02fb7a26-fbf0-4b91-847b-cfc46e01a342,1,
Consulate Dreadnought,,Artifact,Vehicle,,{1},1,5247,0,,423813,11eff338-1940-4684-94c7-ef90e56dea99,1,
Consulate Skygate,,"Artifact,Creature",Wall,,{2},2,9496,0,,446200,6d808a30-f1b5-484e-a90e-0a9f751ef597,1,
Consulate Surveillance,,Enchantment,,W,{3}{W},4,13824,0,,417583,72c92238-7765-48ee-a799-9e8b68ec118d,1,
Consulate Turret,,Artifact,,,{3},3,13022,0,,423814,e0c55b5b-58fd-4340-b089-8e271633e8dd,1,
Consul's Lieutenant,,Creature,"Human,Soldier",W,{W}{W},2,12291,0,,476072,6193e89a-7108-4f2b-8570-164904d4b11f,1,
Consul's Shieldguard,,Creature,"Dwarf,Soldier",W,{3}{W},4,17624,0,,417584,52b66d65-1981-4abf-b27f-e9a1b2800110,1,
Consult the Necrosages,,Sorcery,,"B,U",{1}{U}{B},3,14403,0,,87923,6f51484b-3bad-4332-87f8-61924e153799,1,cardraw
Consume Spirit,,Sorcery,,B,{X}{1}{B},2,8493,0,,129505,b8117171-08a7-44f6-9c14-12e8b96c7632,1,removal
Consume the Meek,,Instant,,B,{3}{B}{B},5,11205,0,,401691,c94dcaed-55da-41f4-a61f-2a79ef6c1459,1,wrath
Consuming Aberration,,Creature,Horror,"B,U",{3}{U}{B},5,1139,0,,420806,9b110954-1ebd-4630-a33b-b108fcb549f7,1,
Consuming Blob,,Creature,Ooze,G,{3}{G}{G},5,7965,0,,,56798b63-2905-4e64-a81a-87b376c08ec4,1,
Consuming Bonfire,,"Tribal,Sorcery",Elemental,R,{3}{R}{R},5,22472,0,,139688,56a4ec08-5029-4f7b-a93b-a5dad4be5113,1,removal
Consuming Fervor,,Enchantment,Aura,R,{R},1,14635,0,,426828,d529d230-89b0-453b-987b-a47e15bc3830,1,
Consuming Sinkhole,,Instant,,R,{3}{R},4,20469,0,,407604,82a42b28-3d1b-4432-b8c9-2d42e4d0e1c5,1,
Consuming Tide,,Sorcery,,U,{2}{U}{U},4,3863,0,,,b1d9017f-608c-4397-a1b8-55f3ae265a2a,1,cardraw
Consuming Vapors,,Sorcery,,B,{3}{B},4,4989,0,,532483,7b6e74a3-f390-4ad2-93de-930af0e5585c,1,removal
Consuming Vortex,,Instant,Arcane,U,{1}{U},2,14855,0,,80255,493ee99c-74ca-4d78-ade2-c6a93b0bd4fd,1,
Contact Other Plane,,Instant,,U,{3}{U},4,5368,0,,527339,a6fefb38-c6f2-43c4-a6b9-ac82f8827bc2,1,cardraw
Contagion,,Instant,,B,{3}{B}{B},5,11659,0,,3069,00c8f94a-7690-47f5-b664-61411a32ab74,1,
Contagion Clasp,,Artifact,,,{2},2,1373,0,,227149,d134d21d-4a18-4fbe-a6c2-428e99a86466,1,
Contagion Engine,,Artifact,,,{6},6,1575,0,,,2f843059-b21f-4c78-8f18-b8450d69aaca,1,
Contagious Nim,,Creature,"Phyrexian,Zombie",B,{2}{B},3,8902,0,,194150,e83a9dea-2aa1-48cd-afe2-f98057b95f6e,1,
Containment Breach,,Sorcery,Lesson,G,{2}{G},3,10647,0,,513602,0dcca120-b72e-4007-98e1-cb22e7b9a705,1,
Containment Membrane,,Enchantment,Aura,U,{2}{U},3,17460,0,,,b25f317e-ad96-4276-8193-d056748717b9,1,removal
Containment Priest,,Creature,"Human,Cleric",W,{1}{W},2,2112,0,,389470,c2c794b9-09da-49be-b258-b0e21f1663e3,1,
Contaminated Bond,,Enchantment,Aura,B,{1}{B},2,15535,0,,129590,a56b6552-367e-4b0b-9095-42322843b1b2,1,
Contaminated Ground,,Enchantment,Aura,B,{1}{B},2,14277,0,,366420,c2384356-0a62-499a-8b28-085974331368,1,
Contentious Plan,,Sorcery,,U,{1}{U},2,2298,0,,460973,8e30deb6-9e1f-4545-ae30-c30ba6c7b3a0,1,cardraw
Contingency Plan,,Sorcery,,U,{1}{U},2,8214,0,,414344,9edb76bd-db4b-4279-8eaa-dfdf5952eafc,1,
Contortionist Troupe,,Creature,Human,G,{X}{G},1,9339,0,,,fe227493-42f3-460f-a3f1-54c108893eea,1,
Contraband Kingpin,,Creature,"Aetherborn,Rogue","B,U",{U}{B},2,7926,0,,417750,69beafcd-6c90-40c2-afff-0bd82377febf,1,
Contract Killing,,Sorcery,,B,{3}{B}{B},5,8449,0,,435249,d1f20feb-b1ed-4d80-bef9-f3cc44ffb7b0,1,removal
Contradict,,Instant,,U,{3}{U}{U},5,14278,0,,394523,a0b3d4ff-09d1-4d9f-8c83-cdfbd7bb1079,1,cardraw
Control Magic,,Enchantment,Aura,U,{2}{U}{U},4,3829,0,,697,076d132a-fa3d-464b-b5f9-a12e46c9f2df,1,
Controlled Instincts,,Enchantment,Aura,U,{U},1,22536,0,,183053,b04e58e8-cb01-49b0-89b7-26536eb44e97,1,removal
Controvert,,Instant,,U,{2}{U}{U},4,19654,0,,122121,0e670f6b-d16e-47fc-a5b7-7ca0d8763644,1,
Conundrum Sphinx,,Creature,Sphinx,U,{2}{U}{U},4,9683,0,,451039,2905cea6-77cb-4d9b-93f4-e22211af25e1,1,
Conversion,,Enchantment,,W,{2}{W}{W},4,20313,0,,844,45bf4297-ccf4-4fa0-b7ce-5aaebca50813,1,
Conversion Chamber,,Artifact,,,{3},3,13901,0,,230070,14d5a8f3-05b6-4bb7-bbe1-e753e22cbb50,1,
Convicted Killer // Branded Howler,,Creature,"Human,Werewolf",R,{2}{R},3,17758,0,,409900,f43f5f02-1b29-4e75-a6af-378dcc88c3df,1,
Conviction,,Enchantment,Aura,W,{1}{W},2,6359,0,,423679,4f805e97-c28b-4780-b204-74514c0c47d2,1,
Convincing Mirage,,Enchantment,Aura,U,{1}{U},2,19041,0,,190161,fb757102-4636-46ae-b202-c2095aeb187c,1,
Convolute,,Instant,,U,{2}{U},3,7489,0,,414345,e17cf756-ec41-4934-8906-4276277c1470,1,
Coordinated Assault,,Instant,,R,{R},1,14657,0,,416911,9de3eeae-22a5-4d9c-afd6-1cc441eb3a13,1,
Coordinated Barrage,,Instant,,W,{W},1,15008,0,,153151,8d0b26b0-cc31-458b-8a92-aa3392d0ca0f,1,removal
Coordinated Charge,,Instant,,W,{4}{W},5,15174,0,,479526,129c404b-2c1e-4f0b-bb4e-7e8e627a69a8,1,
Copper Carapace,,Artifact,Equipment,,{1},1,16855,0,,,76d2d6d5-7456-4357-9770-e58b6b164707,1,
Copper Myr,,"Artifact,Creature",Myr,G,{2},2,5923,0,,205278,0cecd069-638b-489f-9e2d-a0a4d9a8906a,1,manarock
Copper Tablet,,Artifact,,,{2},2,18414,0,,606,c17cb591-916e-4176-aeb9-e2275d68d472,1,
Copperhorn Scout,,Creature,"Elf,Scout",G,{G},1,2613,0,,416936,fd900b70-0957-4d81-ae25-dfa9343bd174,1,
Copy Artifact,,Enchantment,,U,{1}{U},2,2862,0,,698,dde40c1f-5ccc-435b-ac35-62eb58ffeea2,1,
Copy Enchantment,,Enchantment,,U,{2}{U},3,4151,0,,83807,ac22117d-bd58-439f-b199-da72bc7160b2,1,
Coral Barrier,,Creature,Wall,U,{2}{U},3,15999,0,,383216,f34cd305-d823-4996-9f8f-806386491f5d,1,
Coral Commando,,Creature,"Merfolk,Warrior",U,{2}{U},3,20995,0,,457180,889cc2a0-d9a6-4368-92e0-055a7d7bf9d1,1,
